conversation_root_id,customer_text,apple_reply_text
996568,@AppleSupport  https://t.co/XHo7AFu6ID,@355978 We'd be happy to assist today. What error are you getting when trying to install an update on your device?
1002288,@AppleSupport Dear iphone. I would like to help my old friend. She lost her phone but when she found it. The phone was locked. Any help?,@357258 We'd be happy to help.  Is the iPhone locked with an unknown passcode?  Or locked with an iCloud email account that isn't hers?
1002746,Who else facing #Notifications #Problem @4305 for #iPhone #iOS @AppleSupport New Things won’t show up until you open the #App #Whatsapp,"@357354 We're here to help out. Any recent changes to the device? First, check the notification settings: https://t.co/2txgOv5s2M"
1003864,@AppleSupport @115858 battery came down to 9% from 71% in just a span of 25 mins. Plz fix this bug #ios1103 #pathetic,@357601 We know how important battery life is. Let's look into this together. Can you provide us which device you're using?
1007094,@AppleSupport my battery dies so much faster wifh iOS 11.0.3. Can you do another update that fixes the battery issue?,"@358317 Thanks for reaching out. We know how important battery life is, and we'd be happy to help. When did you update your iOS?"
1007575,@115858 I am experiencing sluggish loading of facebook quite a number of times. Unable to run @188.Help needed.,"@358428 Sure, we can help. Which device and iOS version are you using? Is this the only app experiencing sluggish performance?"
1009296,Omg. Do not upgrade your iPhone to the new iOS! What a joke. Everything crashes. @AppleSupport,@358819 Let's work together so you can use your apps without interruption! Have you updated all your apps since updating iOS?
1011517,So does @115858 purposely sabotage our phones when we are almost up for an upgrade? My battery drains so fast and my charger isn’t working!,@359327 We're here to help. Have you already updated to iOS 11.0.3? Are you using the charger that came with it? Let us know in DM. https://t.co/GDrqU22YpT
1011771,@115858 como faço para melhorar o desempenho da bateria do meu IPhone 6S? #Ios11Fail,"@359392 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
1011861,#iOS11 se come literalmente la #batería de mi #iPhone6 😡. Lamentable mejora por parte de @115858 . ¿Alguna sugerencia @AppleSupport ?,@359418 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
1013016,@AppleSupport I cannot delete photos on my IPhone 6. Help!!!,"@359711 We want to make sure you get the help you need. To confirm, are you experiencing this issue within the built-in Photos app?"
1013797,@115858 #ios11 .0.3 keeps crashing my apps. Please fix bug. I will NOT be upgrading to a new iPhone if this is what I should expect.,"@359880 Thanks for contacting us, we can help you. Which apps keep crashing?"
1017132,@AppleSupport hey apple my alarm is not working on my phone i already deleted every alarm and set up one again &amp; still nit working,@360657 Good thinking on that troubleshooting. Please meet us in DM and we can work together. https://t.co/GDrqU22YpT
1018091,@AppleSupport Sorted now - another 4 hours of my life I won’t get back...🙄,@360890 We'd like to work with you. Let's take a look at this together in DM. https://t.co/GDrqU22YpT
1019633,I had this phone maybe 3 months. The iphone 8 comes out and now my shit start freezing and the screen not comin on. Smh @115858,"@361253 Hi there. Allow us to help. What version of iOS is on your device? Also, what iPhone Model do you have?"
1020327,@115858 thank you very much for screwing up my phone with this new update. I can’t keep in app open for one minute... smh,@361437 We're here to help. What happens when you try to open an app?
1021156,"@AppleSupport can I downgrade my iOS, it’s turned my phone from Bolt to Snail...  a non-responsive mess #awful",@154184 We'd like to hear more about what's going on. Let us know in DM if you've noticed this issue with any apps in particular. https://t.co/GDrqU22YpT
1022960,@AppleSupport dnd in the auto somehow switches on during video recording in the building. Very annoying ;(,@362066 Let's look into this together. Is this after updating to iOS 11.0.3? Let us know in DM and we'll work together to get this sorted. https://t.co/GDrqU22YpT
1022962,@115858 my phone has been f**ked up for over three weeks now. Sort out these updates. #imgoingbacktonokia,@362067 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
1033204,"@AppleSupport
recently got the iPad 2017. Read a lot of eBooks. However, since iOS 11 update, Foxit reader frequently crashes! Help fix it.",@364446 Thanks for reaching out. We want to ensure that the FoxIt Reader is up-to-date. Try these steps: https://t.co/fUZ0NRJxcn https://t.co/GDrqU22YpT
1048031,@115858 when I do screenshots and go back to my album it’s all white? Whats wrong with my phone?,@367707 Let's help figure out why. Does this happen with multiple screenshots you take? Have you tried rebooting to see if that helps?
1049031,"@AppleSupport hi, I am having problems with the Bluetooth when talking in the car, tried my old phone and it works fine. Any ideas how to fix it.",@367927 We're here for you. What iPhone are you using and what happens when you try to use Bluetooth in the car?
1052199,@AppleSupport I am again having problems with the music app. I’ve uninstalled it and installed it again. It’s still not working,"@340170 We’ve got you covered. What’s happening with your Music app? Also, were you able to update your iOS to 11.0.3?"
1053639,Open Calculator on your iOS 11 device and try to quickly calculate 1 + 2 + 3. You'll end up with 23 instead of 6. iOS 👌👌👌,@368955 We'd like to look into this. Send us a DM to continue. https://t.co/GDrqU22YpT
1058940,@115858 where the fuck did my 4000 photos go https://t.co/v6zHWEAEhM,@370011 We know how priceless your photos are and can get you help. Contact our Applications Team through https://t.co/IBIY3vMgPj
1060559,"Dear @115858 can you fix iOS 11? My iPhone is trash now. Thank you, a loyal customer ready to switch",@370399 We'd like to help sort out any issues you're experiencing. Please DM us and let us know exactly what's going on. https://t.co/GDrqU22YpT
1062212,@AppleSupport anything on whatsapp notifications problem or lets say bug?,@370801 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT
1064907,This is the lock screen on my iPhone. Where’s the clock n date gone? IOS 11.0.3  @AppleSupport https://t.co/fp8TXZikwS,@133186 Thanks for reaching out. Does restarting bring your date and time back?
1064962,"How is this possible @AppleSupport, I have an Apple iPhone charger and an Apple cable ? Why won't it charge ? https://t.co/5dktjIWoLh",@371436 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
1065821,I woke up ten minutes before I leave to catch the train then my phone wasn’t working but a nice lady from the station might get me an apartment in Brooklyn so hey,@371641 We understand depending on our alarms and we want to help. Click the DM link and let us know the exact iOS version to begin. https://t.co/GDrqU22YpT
1067817,"@118845 I bought a pair of beatsx 6 months ago. I love them- use them everyday all day. All the sudden, they won’t turn on. Little help?",@371980 Of course we can help. How long have they been left on charge? Have you tried a different Lightning cable?
1071237,@AppleSupport Not able to call or talk to people on my iPhone 7+... is this due to the iOS 11?,@372794 Let's look into this together so we can get your cellular features working again. Do you have signal bars? Have you restarted?
1073811,.  @AppleSupport  I have not been able to update a single App on my iPhone or iPad since downloading the last iOS update.  How do fix this?,@373365 We can help. Which version of iOS 11 are your iPhone and iPad on currently?
1073816,@115858 you guys are really terrible. Not the service we came to respect. Bluetooth is horrible and the pixel is looking like a change 4 me,@373366 What kind of issues are you having with Bluetooth? Let us know so we can help.
1075419,"Anybody else facing Airdrop issues on iPhone 7? #io11 

@115858 @AppleSupport","@373730 Let’s sort this out together. Give us some details on the issues you’re noticing, and we’ll take it from there."
1077366,@115858 ios 11 fucked up my phone im mad fuck this,"@374180 We can offer some assistance. To get started, which iPhone are you using and which version of iOS is it running?"
1078558,@AppleSupport hi any idea how I can move a ringtone from old iPhone 6 to new iPhone 6s? Used to be able to use iTunes but no longer,@374424 We'll do what we can to help you. Was the ringtone purchased from the iTunes Store?
1080370,@115858 why is it that when I update my phone to the new software it refuses to charge? Is this a ploy for me 2 buy a new phone? NOT DOING IT,"@374863 Being able to charge your iPhone is essential; we'll do all we can to help. To start, let's try: https://t.co/EqJrZrFL9k"
1083907,@AppleSupport @115858 ??? What is this? Is this a trap? https://t.co/XzG6zNyc9y,@375678 We'd like to help! Let's try the steps outlined in this article: https://t.co/qr0pQfKgYD
